Date,Name,Status,Project,Count
1/8/2014,Shazron Abdullah,Closed,Apache Cordova,2
1/17/2014,Shazron Abdullah,Closed,Apache Cordova,2
2/1/2014,Shazron Abdullah,Closed,Apache Cordova,2
2/15/2014,Shazron Abdullah,Closed,Apache Cordova,2
2/23/2014,Shazron Abdullah,Closed,Apache Cordova,2
3/8/2014,Shazron Abdullah,Closed,Apache Cordova,2
3/12/2014,Shazron Abdullah,Closed,Apache Cordova,2
3/14/2014,jcesarmobile,Closed,Apache Cordova,2
3/14/2014,jcesarmobile,Open,Apache Cordova,2
4/1/2014,Shazron Abdullah,Closed,Apache Cordova,2
4/14/2014,Shazron Abdullah,Closed,Apache Cordova,2
4/18/2014,Shazron Abdullah,Closed,Apache Cordova,2
4/27/2014,Shazron Abdullah,Closed,Apache Cordova,2
5/7/2014,Shazron Abdullah,Closed,Apache Cordova,2
5/15/2014,Shazron Abdullah,Closed,Apache Cordova,2
6/21/2014,Shazron Abdullah,Closed,Apache Cordova,2
7/11/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/1/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/6/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/8/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/9/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/19/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/22/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/25/2014,Shazron Abdullah,Closed,Apache Cordova,2
8/27/2014,Shazron Abdullah,Closed,Apache Cordova,2
9/14/2014,Shazron Abdullah,Closed,Apache Cordova,2
10/26/2014,Shazron Abdullah,Closed,Apache Cordova,2
11/3/2014,Shazron Abdullah,Closed,Apache Cordova,2
11/9/2014,Shazron Abdullah,Closed,Apache Cordova,2
11/11/2014,Shazron Abdullah,Closed,Apache Cordova,2
11/20/2014,Shazron Abdullah,Closed,Apache Cordova,2
11/21/2014,Shazron Abdullah,Closed,Apache Cordova,2
11/29/2014,Shazron Abdullah,Closed,Apache Cordova,2
12/1/2014,Shazron Abdullah,Closed,Apache Cordova,2
12/11/2014,Shazron Abdullah,Closed,Apache Cordova,2
12/12/2014,Shazron Abdullah,Closed,Apache Cordova,2
12/13/2014,Shazron Abdullah,Closed,Apache Cordova,2
12/18/2014,Shazron Abdullah,Closed,Apache Cordova,2
1/3/2015,Shazron Abdullah,Closed,Apache Cordova,2
1/16/2015,Shazron Abdullah,Closed,Apache Cordova,2
1/26/2015,Shazron Abdullah,Closed,Apache Cordova,2
2/5/2015,Shazron Abdullah,Closed,Apache Cordova,2
2/20/2015,Shazron Abdullah,Closed,Apache Cordova,2
2/26/2015,Shazron Abdullah,Closed,Apache Cordova,2
3/6/2015,Shazron Abdullah,Open,Apache Cordova,2
3/6/2015,Shazron Abdullah,Resolved,Apache Cordova,2
3/11/2015,Shazron Abdullah,Closed,Apache Cordova,2
3/13/2015,Shazron Abdullah,Closed,Apache Cordova,2
3/14/2015,Shazron Abdullah,Closed,Apache Cordova,2
3/15/2015,Shazron Abdullah,Closed,Apache Cordova,2
3/24/2015,Shazron Abdullah,Closed,Apache Cordova,2
3/28/2015,Shazron Abdullah,Closed,Apache Cordova,2
4/14/2015,Shazron Abdullah,Closed,Apache Cordova,2
4/25/2015,Shazron Abdullah,Closed,Apache Cordova,2
5/13/2015,Shazron Abdullah,Closed,Apache Cordova,2
5/18/2015,Shazron Abdullah,Closed,Apache Cordova,2
5/24/2015,Shazron Abdullah,Closed,Apache Cordova,2
5/26/2015,Shazron Abdullah,Closed,Apache Cordova,2
6/10/2015,Shazron Abdullah,Closed,Apache Cordova,2
7/3/2015,Shazron Abdullah,Closed,Apache Cordova,2
7/10/2015,Shazron Abdullah,Closed,Apache Cordova,2
7/20/2015,Shazron Abdullah,Closed,Apache Cordova,2
7/24/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/2/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/10/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/12/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/13/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/14/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/21/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/28/2015,Shazron Abdullah,Closed,Apache Cordova,2
8/31/2015,Shazron Abdullah,Closed,Apache Cordova,2
9/7/2015,Shazron Abdullah,Closed,Apache Cordova,2
9/17/2015,Shazron Abdullah,Closed,Apache Cordova,2
9/18/2015,Shazron Abdullah,Closed,Apache Cordova,2
10/7/2015,Shazron Abdullah,Closed,Apache Cordova,2
10/9/2015,Shazron Abdullah,Closed,Apache Cordova,2
10/22/2015,Shazron Abdullah,Closed,Apache Cordova,2
11/5/2015,Shazron Abdullah,Closed,Apache Cordova,2
11/10/2015,Shazron Abdullah,Closed,Apache Cordova,2
11/12/2015,Shazron Abdullah,Closed,Apache Cordova,2
11/14/2015,Shazron Abdullah,Closed,Apache Cordova,2
11/17/2015,jcesarmobile,Open,Apache Cordova,2
11/23/2015,Shazron Abdullah,Closed,Apache Cordova,2
11/30/2015,Shazron Abdullah,Closed,Apache Cordova,2
12/1/2015,Shazron Abdullah,Open,Apache Cordova,2
12/4/2015,Shan Lin,Closed,Apache Cordova,2
12/4/2015,Shazron Abdullah,Resolved,Apache Cordova,2
12/4/2015,lars Johnson,Open,Apache Cordova,2
12/6/2015,Shazron Abdullah,Closed,Apache Cordova,2
12/9/2015,Shazron Abdullah,Closed,Apache Cordova,2
12/16/2015,Shazron Abdullah,Closed,Apache Cordova,2
12/31/2015,Shazron Abdullah,Closed,Apache Cordova,2
1/5/2016,Shazron Abdullah,Closed,Apache Cordova,2
1/11/2016,Shazron Abdullah,Closed,Apache Cordova,2
1/15/2016,Shazron Abdullah,Closed,Apache Cordova,2
1/23/2016,Shazron Abdullah,Closed,Apache Cordova,2
1/31/2016,Shazron Abdullah,Closed,Apache Cordova,2
2/7/2016,Shazron Abdullah,Closed,Apache Cordova,2
2/14/2016,Shazron Abdullah,Closed,Apache Cordova,2
2/17/2016,Shazron Abdullah,Closed,Apache Cordova,2
2/25/2016,Shazron Abdullah,Closed,Apache Cordova,2
2/29/2016,Shazron Abdullah,Open,Apache Cordova,2
3/6/2016,Shazron Abdullah,Closed,Apache Cordova,2
3/20/2016,Shazron Abdullah,Closed,Apache Cordova,2
3/23/2016,jcesarmobile,Closed,Apache Cordova,2
3/23/2016,jcesarmobile,Open,Apache Cordova,2
3/26/2016,Shazron Abdullah,Closed,Apache Cordova,2
3/30/2016,Shazron Abdullah,Closed,Apache Cordova,2
4/8/2016,Shazron Abdullah,Closed,Apache Cordova,2
4/20/2016,Shazron Abdullah,Closed,Apache Cordova,2
4/25/2016,Shazron Abdullah,Closed,Apache Cordova,2
5/2/2016,Shazron Abdullah,Closed,Apache Cordova,2
5/10/2016,Shazron Abdullah,Closed,Apache Cordova,2
5/12/2016,Shazron Abdullah,Closed,Apache Cordova,2
5/23/2016,Shazron Abdullah,Open,Apache Cordova,2
5/24/2016,Shazron Abdullah,Closed,Apache Cordova,2
5/30/2016,Shazron Abdullah,Closed,Apache Cordova,2
6/1/2016,jcesarmobile,Closed,Apache Cordova,2
6/1/2016,jcesarmobile,Open,Apache Cordova,2
6/4/2016,Shazron Abdullah,Closed,Apache Cordova,2
6/7/2016,Shazron Abdullah,Closed,Apache Cordova,2
6/8/2016,Shazron Abdullah,Closed,Apache Cordova,2
6/10/2016,jcesarmobile,Resolved,Apache Cordova,2
6/18/2016,Shazron Abdullah,Closed,Apache Cordova,2
6/28/2016,Shazron Abdullah,Closed,Apache Cordova,2
6/30/2016,Shazron Abdullah,Open,Apache Cordova,2
7/11/2016,Shazron Abdullah,Closed,Apache Cordova,2
7/12/2016,Shazron Abdullah,Open,Apache Cordova,2
7/13/2016,Shazron Abdullah,Closed,Apache Cordova,2
7/14/2016,Shazron Abdullah,Closed,Apache Cordova,2
7/20/2016,Shazron Abdullah,Closed,Apache Cordova,2
7/28/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/1/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/5/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/11/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/15/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/17/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/19/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/19/2016,Shazron Abdullah,Open,Apache Cordova,2
8/22/2016,Shazron Abdullah,Open,Apache Cordova,2
8/25/2016,Shazron Abdullah,Closed,Apache Cordova,2
8/31/2016,Shazron Abdullah,Closed,Apache Cordova,2
9/8/2016,Shazron Abdullah,Resolved,Apache Cordova,2
9/9/2016,Shazron Abdullah,Closed,Apache Cordova,2
9/12/2016,Shazron Abdullah,Closed,Apache Cordova,2
9/15/2016,Shazron Abdullah,Closed,Apache Cordova,2
9/23/2016,Shazron Abdullah,Closed,Apache Cordova,2
9/27/2016,Shazron Abdullah,Closed,Apache Cordova,2
10/5/2016,Shazron Abdullah,Closed,Apache Cordova,2
10/6/2016,Shazron Abdullah,Closed,Apache Cordova,2
10/7/2016,Shazron Abdullah,Resolved,Apache Cordova,2
10/7/2016,jcesarmobile,Closed,Apache Cordova,2
10/7/2016,jcesarmobile,Reopened,Apache Cordova,2
10/10/2016,Shazron Abdullah,Closed,Apache Cordova,2
10/20/2016,Shazron Abdullah,Closed,Apache Cordova,2
10/27/2016,Shazron Abdullah,Open,Apache Cordova,2
10/27/2016,Shazron Abdullah,Resolved,Apache Cordova,2
10/28/2016,Shazron Abdullah,Closed,Apache Cordova,2
10/31/2016,Shazron Abdullah,Closed,Apache Cordova,2
11/8/2016,Shazron Abdullah,Closed,Apache Cordova,2
11/16/2016,Shazron Abdullah,Closed,Apache Cordova,2
11/28/2016,Shazron Abdullah,Closed,Apache Cordova,2
12/1/2016,Shazron Abdullah,Closed,Apache Cordova,2
12/15/2016,Shazron Abdullah,Closed,Apache Cordova,2
12/21/2016,Shazron Abdullah,Closed,Apache Cordova,2
12/22/2016,Shazron Abdullah,Closed,Apache Cordova,2
12/22/2016,jcesarmobile,Closed,Apache Cordova,2
12/22/2016,jcesarmobile,Open,Apache Cordova,2
12/23/2016,Shazron Abdullah,Closed,Apache Cordova,2
1/3/2017,Shazron Abdullah,Closed,Apache Cordova,2
1/23/2017,Shazron Abdullah,Closed,Apache Cordova,2
1/24/2017,Shazron Abdullah,Closed,Apache Cordova,2
1/25/2017,Shazron Abdullah,Closed,Apache Cordova,2
1/26/2017,Shazron Abdullah,Closed,Apache Cordova,2
1/31/2017,Shazron Abdullah,Open,Apache Cordova,2
2/1/2017,Shazron Abdullah,Closed,Apache Cordova,2
2/2/2017,Shazron Abdullah,Closed,Apache Cordova,2
2/13/2017,Shazron Abdullah,Closed,Apache Cordova,2
2/16/2017,Shazron Abdullah,Closed,Apache Cordova,2
2/23/2017,Shazron Abdullah,Closed,Apache Cordova,2
3/6/2017,Shazron Abdullah,Closed,Apache Cordova,2
3/7/2017,Shazron Abdullah,Closed,Apache Cordova,2
3/8/2017,Shazron Abdullah,Closed,Apache Cordova,2
3/17/2017,Matthias,Closed,Apache Cordova,2
3/17/2017,Shazron Abdullah,Closed,Apache Cordova,2
3/21/2017,Shazron Abdullah,Closed,Apache Cordova,2
3/28/2017,Shazron Abdullah,Closed,Apache Cordova,2
3/31/2017,Shazron Abdullah,Closed,Apache Cordova,2
4/2/2017,Shazron Abdullah,Closed,Apache Cordova,2
4/10/2017,Shazron Abdullah,Closed,Apache Cordova,2
4/12/2017,Shazron Abdullah,Closed,Apache Cordova,2
4/14/2017,Shazron Abdullah,Closed,Apache Cordova,2
4/27/2017,Shazron Abdullah,Closed,Apache Cordova,2
4/30/2017,Shazron Abdullah,Closed,Apache Cordova,2
5/3/2017,Shazron Abdullah,Closed,Apache Cordova,2
5/4/2017,Shazron Abdullah,Closed,Apache Cordova,2
5/9/2017,Shazron Abdullah,Closed,Apache Cordova,2
5/11/2017,jcesarmobile,Closed,Apache Cordova,2
5/18/2017,Shazron Abdullah,Closed,Apache Cordova,2
5/22/2017,Shazron Abdullah,Closed,Apache Cordova,2
5/23/2017,Shazron Abdullah,Closed,Apache Cordova,2
5/29/2017,Shazron Abdullah,Closed,Apache Cordova,2
6/7/2017,Shazron Abdullah,Closed,Apache Cordova,2
6/9/2017,Shazron Abdullah,Closed,Apache Cordova,2
6/14/2017,Shazron Abdullah,Closed,Apache Cordova,2
6/15/2017,jcesarmobile,In Progress,Apache Cordova,2
6/26/2017,Shazron Abdullah,Closed,Apache Cordova,2
6/30/2017,Shazron Abdullah,Closed,Apache Cordova,2
7/15/2017,Shazron Abdullah,Closed,Apache Cordova,2
7/18/2017,Shazron Abdullah,Closed,Apache Cordova,2
7/19/2017,Shazron Abdullah,Closed,Apache Cordova,2
7/24/2017,Shazron Abdullah,Closed,Apache Cordova,2
7/25/2017,Shazron Abdullah,Closed,Apache Cordova,2
8/14/2017,jcesarmobile,Closed,Apache Cordova,2
8/14/2017,jcesarmobile,Open,Apache Cordova,2
8/17/2017,Shazron Abdullah,Closed,Apache Cordova,2
8/22/2017,Shazron Abdullah,Closed,Apache Cordova,2
9/13/2017,Shazron Abdullah,Closed,Apache Cordova,2
9/15/2017,Shazron Abdullah,Closed,Apache Cordova,2
9/17/2017,Shazron Abdullah,Closed,Apache Cordova,2
9/19/2017,Shazron Abdullah,Closed,Apache Cordova,2
9/20/2017,Shazron Abdullah,Closed,Apache Cordova,2
9/27/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/2/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/10/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/18/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/19/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/20/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/23/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/25/2017,jcesarmobile,Open,Apache Cordova,2
10/26/2017,Shazron Abdullah,Closed,Apache Cordova,2
10/30/2017,Shazron Abdullah,Closed,Apache Cordova,2
11/6/2017,jcesarmobile,Open,Apache Cordova,2
11/13/2017,Shazron Abdullah,Closed,Apache Cordova,2
11/14/2017,Timothy Hambourger,Open,Apache Cordova,2
11/15/2017,Shazron Abdullah,Closed,Apache Cordova,2
11/22/2017,Shazron Abdullah,Closed,Apache Cordova,2
11/25/2017,Shazron Abdullah,Closed,Apache Cordova,2
11/27/2017,jcesarmobile,Open,Apache Cordova,2
11/28/2017,Shazron Abdullah,Closed,Apache Cordova,2
12/6/2017,Shazron Abdullah,Closed,Apache Cordova,2
12/18/2017,Shazron Abdullah,Closed,Apache Cordova,2
12/27/2017,Shazron Abdullah,Closed,Apache Cordova,2
1/11/2018,Jan Piotrowski (Sujan),Open,Apache Cordova,2
1/11/2018,Shazron Abdullah,Closed,Apache Cordova,2
1/15/2018,Jan Piotrowski (Sujan),Open,Apache Cordova,2
1/18/2018,Shazron Abdullah,Closed,Apache Cordova,2
1/22/2018,Shazron Abdullah,Closed,Apache Cordova,2
1/25/2018,Shazron Abdullah,Closed,Apache Cordova,2
2/15/2018,Shazron Abdullah,Closed,Apache Cordova,2
2/16/2018,Shazron Abdullah,Closed,Apache Cordova,2
2/27/2018,Shazron Abdullah,Closed,Apache Cordova,2
2/28/2018,Shazron Abdullah,Closed,Apache Cordova,2
3/14/2018,Shazron Abdullah,Closed,Apache Cordova,2
3/15/2018,Shazron Abdullah,Closed,Apache Cordova,2
3/25/2018,Shazron Abdullah,Closed,Apache Cordova,2
4/6/2018,Shazron Abdullah,Closed,Apache Cordova,2
4/18/2018,Shazron Abdullah,Closed,Apache Cordova,2
5/16/2018,Shazron Abdullah,Closed,Apache Cordova,2
6/11/2018,Chris Brody,Open,Apache Cordova,2
6/11/2018,Shazron Abdullah,Closed,Apache Cordova,2
6/14/2018,Shazron Abdullah,Open,Apache Cordova,2
6/19/2018,Shazron Abdullah,Closed,Apache Cordova,2
6/25/2018,Dave Alden,Closed,Apache Cordova,2
6/26/2018,Chris Brody,Closed,Apache Cordova,2
6/26/2018,Chris Brody,Resolved,Apache Cordova,2
6/26/2018,Shazron Abdullah,Closed,Apache Cordova,2
6/28/2018,Shazron Abdullah,Closed,Apache Cordova,2
7/2/2018,Alex Ryltsov,Open,Apache Cordova,2
7/2/2018,Jesse MacFadyen,Open,Apache Cordova,2
7/3/2018,Anshuman Aggarwal,Open,Apache Cordova,2
7/5/2018,Sunil Kr,Open,Apache Cordova,2
7/5/2018,jcesarmobile,Closed,Apache Cordova,2
7/5/2018,jcesarmobile,Open,Apache Cordova,2
7/9/2018,Louis Grignon,Open,Apache Cordova,2
7/11/2018,Robert Brenton,Open,Apache Cordova,2
7/12/2018,jcesarmobile,Closed,Apache Cordova,2
7/13/2018,Darrel O'Pry,Open,Apache Cordova,2
7/13/2018,Jan Piotrowski (Sujan),Open,Apache Cordova,2
7/19/2018,jcesarmobile,Open,Apache Cordova,2
7/21/2018,Paulo Cristo,Open,Apache Cordova,2
7/22/2018,Daniel Thomet,Open,Apache Cordova,2
7/24/2018,Chakravarthy,Open,Apache Cordova,2
7/24/2018,jcesarmobile,Open,Apache Cordova,2
7/25/2018,Taras Brat,Open,Apache Cordova,2
7/27/2018,Alexey,Closed,Apache Cordova,2
7/30/2018,Chris Brody,Open,Apache Cordova,2
7/30/2018,Shazron Abdullah,Closed,Apache Cordova,2
7/31/2018,Clark Light,Closed,Apache Cordova,2
7/31/2018,Clark Light,Open,Apache Cordova,2
7/31/2018,Clark Light,Reopened,Apache Cordova,2
8/1/2018,Flavio Righi,Open,Apache Cordova,2
8/1/2018,Shazron Abdullah,Closed,Apache Cordova,2
8/1/2018,jcesarmobile,In Progress,Apache Cordova,2
8/4/2018,Souvik Maji,Open,Apache Cordova,2
8/6/2018,Chris Brody,Open,Apache Cordova,2
8/7/2018,Cedric frossard,Open,Apache Cordova,2
8/9/2018,Mark Veenstra,Open,Apache Cordova,2
8/13/2018,Shazron Abdullah,Open,Apache Cordova,2
8/14/2018,Jan Piotrowski (Sujan),Open,Apache Cordova,2
8/14/2018,Jan Piotrowski (Sujan),Reopened,Apache Cordova,2
8/14/2018,jairam ,Reopened,Apache Cordova,2
8/14/2018,jcesarmobile,Open,Apache Cordova,2
8/15/2018,jcesarmobile,Open,Apache Cordova,2
4/19/2018,Jonas Pfefferle,Closed,Apache Crail,2
7/26/2018,Jonas Pfefferle,Open,Apache Crail,2
9/26/2018,Adrian Schuepbach,Closed,Apache Crail,2
4/27/2016,Josh Pattiz,Open,Apache Curator,2
9/24/2017,Jordan Zimmerman,Open,Apache Curator,2
8/9/2018,Martin Betak,Open,Apache Curator,2
8/19/2018,Jordan Zimmerman,Open,Apache Curator,2
8/19/2018,Rama Chavali,Open,Apache Curator,2
9/10/2018,Hendrik Haddorp,Open,Apache Curator,2
5/20/2014,Ihor Huzenko,In Progress,Apache Drill,2
8/1/2014,Arina Ielchiieva,In Progress,Apache Drill,2
8/1/2014,Arina Ielchiieva,Open,Apache Drill,2
8/1/2014,Arina Ielchiieva,Resolved,Apache Drill,2
8/1/2014,Arina Ielchiieva,Reviewable,Apache Drill,2
5/28/2015,Vitalii Diravka,Reopened,Apache Drill,2
7/7/2015,Arina Ielchiieva,Open,Apache Drill,2
8/12/2015,Charles Givre,Reopened,Apache Drill,2
9/10/2015,Kunal Khatua,Open,Apache Drill,2
9/28/2015,Pritesh Maker,Open,Apache Drill,2
9/29/2015,Anton Gozhiy,Closed,Apache Drill,2
9/29/2015,Arina Ielchiieva,Reviewable,Apache Drill,2
10/13/2015,Dechang Gu,Resolved,Apache Drill,2
10/27/2015,Kunal Khatua,In Progress,Apache Drill,2
12/10/2015,Bridget Bevens,Resolved,Apache Drill,2
2/1/2016,Vitalii Diravka,In Progress,Apache Drill,2
2/1/2016,Vitalii Diravka,Resolved,Apache Drill,2
2/29/2016,Arina Ielchiieva,Open,Apache Drill,2
3/1/2016,Pritesh Maker,Open,Apache Drill,2
4/5/2016,Abhishek Girish,Resolved,Apache Drill,2
4/5/2016,Bridget Bevens,Resolved,Apache Drill,2
7/22/2016,Bridget Bevens,Resolved,Apache Drill,2
7/29/2016,Boaz Ben-Zvi,Open,Apache Drill,2
9/19/2016,Arina Ielchiieva,Open,Apache Drill,2
11/10/2016,Bridget Bevens,In Progress,Apache Drill,2
11/10/2016,Bridget Bevens,Resolved,Apache Drill,2
2/16/2017,Arina Ielchiieva,Reviewable,Apache Drill,2
3/17/2017,Pritesh Maker,Reopened,Apache Drill,2
3/17/2017,Siarhei Krukau,Resolved,Apache Drill,2
4/26/2017,Boaz Ben-Zvi,Open,Apache Drill,2
5/9/2017,Vitalii Diravka,Reopened,Apache Drill,2
6/9/2017,Arina Ielchiieva,Open,Apache Drill,2
7/12/2017,Pritesh Maker,Reviewable,Apache Drill,2
8/21/2017,Arina Ielchiieva,Reviewable,Apache Drill,2
9/4/2017,Arina Ielchiieva,Open,Apache Drill,2
9/12/2017,Anton Gozhiy,In Progress,Apache Drill,2
9/14/2017,Vlad Rozov,Open,Apache Drill,2
9/15/2017,Kunal Khatua,Reviewable,Apache Drill,2
9/15/2017,Pritesh Maker,Reviewable,Apache Drill,2
10/21/2017,Pritesh Maker,Open,Apache Drill,2
10/25/2017,Vlad Rozov,Open,Apache Drill,2
11/19/2017,Bridget Bevens,Resolved,Apache Drill,2
12/9/2017,Krystal,Open,Apache Drill,2
12/11/2017,Bridget Bevens,Resolved,Apache Drill,2
12/27/2017,Bridget Bevens,Resolved,Apache Drill,2
1/9/2018,Pritesh Maker,In Progress,Apache Drill,2
1/12/2018,Kunal Khatua,In Progress,Apache Drill,2
1/12/2018,Kunal Khatua,Reviewable,Apache Drill,2
1/22/2018,salim achouche,In Progress,Apache Drill,2
1/23/2018,Bridget Bevens,Resolved,Apache Drill,2
2/22/2018,Bridget Bevens,Reviewable,Apache Drill,2
3/5/2018,Sorabh Hamirwasia,Open,Apache Drill,2
3/8/2018,Rob Wu,Open,Apache Drill,2
3/14/2018,Vlad Rozov,Open,Apache Drill,2
3/14/2018,salim achouche,Reviewable,Apache Drill,2
4/20/2018,Arina Ielchiieva,Reviewable,Apache Drill,2
4/23/2018,Arina Ielchiieva,Open,Apache Drill,2
4/23/2018,Arina Ielchiieva,Reviewable,Apache Drill,2
4/23/2018,Vitalii Diravka,Open,Apache Drill,2
5/2/2018,Aman Sinha,In Progress,Apache Drill,2
5/7/2018,Kunal Khatua,Resolved,Apache Drill,2
5/7/2018,Sorabh Hamirwasia,In Progress,Apache Drill,2
5/11/2018,Abhishek Girish,Open,Apache Drill,2
5/11/2018,Vlad Rozov,Open,Apache Drill,2
5/17/2018,Vlad Rozov,Open,Apache Drill,2
5/29/2018,Aman Sinha,In Progress,Apache Drill,2
5/29/2018,Khurram Faraaz,Resolved,Apache Drill,2
6/1/2018,Timothy Farkas,In Progress,Apache Drill,2
6/1/2018,Timothy Farkas,Resolved,Apache Drill,2
6/6/2018,Arina Ielchiieva,Resolved,Apache Drill,2
6/6/2018,Pritesh Maker,In Progress,Apache Drill,2
6/13/2018,Bridget Bevens,Resolved,Apache Drill,2
6/15/2018,Bridget Bevens,In Progress,Apache Drill,2
6/15/2018,Bridget Bevens,Resolved,Apache Drill,2
6/19/2018,Boaz Ben-Zvi,In Progress,Apache Drill,2
6/19/2018,Pritesh Maker,Reviewable,Apache Drill,2
6/20/2018,Bridget Bevens,Resolved,Apache Drill,2
6/22/2018,Arina Ielchiieva,Reviewable,Apache Drill,2
6/22/2018,Pritesh Maker,Resolved,Apache Drill,2
6/22/2018,Pritesh Maker,Reviewable,Apache Drill,2
6/22/2018,Volodymyr Vysotskyi,Reviewable,Apache Drill,2
6/25/2018,Arina Ielchiieva,Reviewable,Apache Drill,2
6/25/2018,Pritesh Maker,Reviewable,Apache Drill,2
6/26/2018,Pritesh Maker,Open,Apache Drill,2
6/26/2018,Sorabh Hamirwasia,Resolved,Apache Drill,2
6/27/2018,Boaz Ben-Zvi,Reviewable,Apache Drill,2
6/27/2018,Robert Hou,Open,Apache Drill,2
6/27/2018,Volodymyr Vysotskyi,Resolved,Apache Drill,2
6/27/2018,Volodymyr Vysotskyi,Reviewable,Apache Drill,2
6/28/2018,Parth Chandra,In Progress,Apache Drill,2
6/28/2018,Pritesh Maker,Reviewable,Apache Drill,2
6/28/2018,Volodymyr Vysotskyi,Reviewable,Apache Drill,2
6/29/2018,Arina Ielchiieva,Open,Apache Drill,2
6/29/2018,Khurram Faraaz,Resolved,Apache Drill,2
6/29/2018,Pritesh Maker,Reopened,Apache Drill,2
6/29/2018,Sorabh Hamirwasia,Resolved,Apache Drill,2
6/29/2018,Vitalii Diravka,Reviewable,Apache Drill,2
6/30/2018,Vitalii Diravka,Resolved,Apache Drill,2
7/2/2018,Bohdan Kazydub,In Progress,Apache Drill,2
7/2/2018,Bohdan Kazydub,Open,Apache Drill,2
7/2/2018,Pritesh Maker,Open,Apache Drill,2
7/2/2018,Sorabh Hamirwasia,Resolved,Apache Drill,2
7/2/2018,Vitalii Diravka,Reviewable,Apache Drill,2
7/2/2018,weijie.tong,Open,Apache Drill,2
7/4/2018,Bohdan Kazydub,Open,Apache Drill,2
7/6/2018,Khurram Faraaz,Open,Apache Drill,2
7/6/2018,Kunal Khatua,In Progress,Apache Drill,2
7/6/2018,Kunal Khatua,Reviewable,Apache Drill,2
7/10/2018,Gautam Kumar Parai,Open,Apache Drill,2
7/10/2018,Vitalii Diravka,Reviewable,Apache Drill,2
7/12/2018,Arina Ielchiieva,In Progress,Apache Drill,2
7/12/2018,Arina Ielchiieva,Reviewable,Apache Drill,2
7/12/2018,Karthikeyan Manivannan,Open,Apache Drill,2
7/12/2018,Pritesh Maker,In Progress,Apache Drill,2
7/12/2018,Robert Hou,Resolved,Apache Drill,2
7/12/2018,Volodymyr Vysotskyi,Reviewable,Apache Drill,2
7/13/2018,Aman Sinha,Open,Apache Drill,2
7/13/2018,Bohdan Kazydub,Open,Apache Drill,2
7/13/2018,Pritesh Maker,Reviewable,Apache Drill,2
7/13/2018,Sorabh Hamirwasia,Open,Apache Drill,2
7/14/2018,Bob Rudis,Open,Apache Drill,2
7/17/2018,Kedar Sankar Behera,Open,Apache Drill,2
7/17/2018,Pritesh Maker,Open,Apache Drill,2
7/17/2018,Vitalii Diravka,Open,Apache Drill,2
7/18/2018,Sorabh Hamirwasia,In Progress,Apache Drill,2
7/18/2018,Sorabh Hamirwasia,Reviewable,Apache Drill,2
7/19/2018,salim achouche,Accepted,Apache Drill,2
7/20/2018,Sorabh Hamirwasia,Resolved,Apache Drill,2
7/22/2018,salim achouche,Open,Apache Drill,2
7/22/2018,salim achouche,Reviewable,Apache Drill,2
7/23/2018,Arina Ielchiieva,In Progress,Apache Drill,2
7/23/2018,Arina Ielchiieva,Open,Apache Drill,2
7/23/2018,Karthikeyan Manivannan,Resolved,Apache Drill,2
7/23/2018,Vitalii Diravka,Open,Apache Drill,2
7/24/2018,Anton Gozhiy,Reviewable,Apache Drill,2
7/24/2018,Boaz Ben-Zvi,Reviewable,Apache Drill,2
7/24/2018,Kunal Khatua,Open,Apache Drill,2
7/24/2018,Parth Chandra,Open,Apache Drill,2
7/24/2018,Pritesh Maker,Reviewable,Apache Drill,2
7/25/2018,Arina Ielchiieva,Open,Apache Drill,2
7/25/2018,Pritesh Maker,Open,Apache Drill,2
7/25/2018,Sorabh Hamirwasia,In Progress,Apache Drill,2
7/25/2018,Sorabh Hamirwasia,Resolved,Apache Drill,2
7/25/2018,Timothy Farkas,Resolved,Apache Drill,2
